파일명	파일명 재정리	시청각기록물 등록번호	제목	유형	MIME 유형	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(1차)	주제어(2차)	위도/경도
평택/2018/0224/칠원동/김승희(35)-25.jpg	M-A320956.jpg	M-A320956	칠원동	사진류	image/jpeg	2998x2000		2018-02-24	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976642
평택/2018/0224/칠원동/김승희(38)-27.jpg	M-A320957.jpg	M-A320957	칠원동	사진류	image/jpeg	2998x2000		2018-02-24	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976643
광주-20180323-캄보디아 이주노동자 DOEUK SREY HEANG-김낙용 (2).jpg	M-A320176.jpg	M-A320176	캄보디아 이주노동자 DOEUK SREY HEANG	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244540
광주-20180323-캄보디아 이주노동자 DOEUK SREY HEANG-김낙용.JPG	M-A320177.jpg	M-A320177	캄보디아 이주노동자 DOEUK SREY HEANG	사진류	image/jpeg	4916x3277		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244541
광주-20180323-캄보디아 이주노동자 OUM SOPHONE TOLA LAKHENA-김낙용 (2).jpg	M-A320178.jpg	M-A320178	캄보디아 이주노동자 OUM SOPHONE TOLA LAKHENA	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244542
광주-20180323-캄보디아 이주노동자 OUM SOPHONE TOLA LAKHENA-김낙용.JPG	M-A320179.jpg	M-A320179	캄보디아 이주노동자 OUM SOPHONE TOLA LAKHENA	사진류	image/jpeg	5275x3517		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244543
광주-20180323-캄보디아 이주노동자 PHAN SRIN-김낙용 (2).jpg	M-A320180.jpg	M-A320180	캄보디아 이주노동자 PHAN SRIN	사진류	image/jpeg	3001x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244544
광주-20180323-캄보디아 이주노동자 PHAN SRIN-김낙용.JPG	M-A320181.jpg	M-A320181	캄보디아 이주노동자 PHAN SRIN	사진류	image/jpeg	4819x3212		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244545
광주-20180323-캄보디아 이주노동자 PRAK SREYLAK-김낙용 (2).jpg	M-A320182.jpg	M-A320182	캄보디아 이주노동자 PRAK SREYLAK	사진류	image/jpeg	3008x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244546
광주-20180323-캄보디아 이주노동자 PRAK SREYLAK-김낙용.JPG	M-A320183.jpg	M-A320183	캄보디아 이주노동자 PRAK SREYLAK	사진류	image/jpeg	4739x3151		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244547
광주-20180323-캄보디아 이주노동자 SENG SEYLA-김낙용 (2).jpg	M-A320184.jpg	M-A320184	캄보디아 이주노동자 SENG SEYLA	사진류	image/jpeg	3001x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244548
광주-20180323-캄보디아 이주노동자 SENG SEYLA-김낙용.JPG	M-A320185.jpg	M-A320185	캄보디아 이주노동자 SENG SEYLA	사진류	image/jpeg	4882x3254		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244549
광주-20180323-캄보디아 이주노동자 SOEUN SOVANNY-김낙용 (2).jpg	M-A320186.jpg	M-A320186	캄보디아 이주노동자 SOEUN SOVANNY	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244550
광주-20180323-캄보디아 이주노동자 SOEUN SOVANNY-김낙용.JPG	M-A320187.jpg	M-A320187	캄보디아 이주노동자 SOEUN SOVANNY	사진류	image/jpeg	4686x3124		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244551
광주-20180323-캄보디아 이주노동자 SREY MAO-김낙용 (2).jpg	M-A320188.jpg	M-A320188	캄보디아 이주노동자 SREY MAO	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244552
광주-20180323-캄보디아 이주노동자 SREY MAO-김낙용.JPG	M-A320189.jpg	M-A320189	캄보디아 이주노동자 SREY MAO	사진류	image/jpeg	4810x3207		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244553
광주-20180323-캄보디아 이주노동자 THO THARY-김낙용 (2).jpg	M-A320190.jpg	M-A320190	캄보디아 이주노동자 THO THARY	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244554
광주-20180323-캄보디아 이주노동자 THO THARY-김낙용.JPG	M-A320191.jpg	M-A320191	캄보디아 이주노동자 THO THARY	사진류	image/jpeg	4700x3133		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244555
광주-20180323-캄보디아 이주노동자 TOUCH SOPHEA-김낙용 (2).jpg	M-A320192.jpg	M-A320192	캄보디아 이주노동자 TOUCH SOPHEA	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244556
광주-20180323-캄보디아 이주노동자 TOUCH SOPHEA-김낙용.JPG	M-A320193.jpg	M-A320193	캄보디아 이주노동자 TOUCH SOPHEA	사진류	image/jpeg	5318x3545		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244557
광주-20180323-캄보디아 이주노동자 VANNAK-김낙용 (2).jpg	M-A320194.jpg	M-A320194	캄보디아 이주노동자 VANNAK	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244558
광주-20180323-캄보디아 이주노동자 VANNAK-김낙용.JPG	M-A320195.jpg	M-A320195	캄보디아 이주노동자 VANNAK	사진류	image/jpeg	5145x3430		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244559
광주-20180323-캄보디아 이주노동자 VATH VANN THORN-김낙용 (2).jpg	M-A320196.jpg	M-A320196	캄보디아 이주노동자 VATH VANN THORN	사진류	image/jpeg	3000x2000		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244560
광주-20180323-캄보디아 이주노동자 VATH VANN THORN-김낙용.JPG	M-A320197.jpg	M-A320197	캄보디아 이주노동자 VATH VANN THORN	사진류	image/jpeg	5265x3510		2018-03-23	김낙용	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	광주시	인물	37.399343/127.244561
하남_20180101_타워본조정경기장1_류주연.jpg	M-A320993.jpg	M-A320993	타워본조정경기장	사진류	image/jpeg	3000x2000		2018-01-01	류주연	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	하남시	풍경	37.523132/127.205531
용인 20180331 탄천 이상임 0003.jpg	M-A320807.jpg	M-A320807	탄천 	사진류	image/jpeg	5595x3731		2018-03-31	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221088
성남_20180129_탄천#1_안한식.jpg	M-A320399.jpg	M-A320399	탄천 	사진류	image/jpeg	3010x2000		2018-01-29	안한식	2018-08-24	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113839
성남_20180316_탄천#2_안한식.jpg	M-A320404.jpg	M-A320404	탄천 	사진류	image/jpeg	2667x2000		2018-03-16	안한식	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113844
성남_20180331_탄천#4_안한식.jpg	M-A320410.jpg	M-A320410	탄천 	사진류	image/jpeg	2667x2000		2018-03-31	안한식	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113850
성남_20180423_창간호#1_안한식.jpg	M-A320411.jpg	M-A320411	탄천 	사진류	image/jpg	5381x4037		2018-04-01	안한식	2018-08-08	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113851
강진주_20180409_탈곡기.jpg	M-A321074.jpg	M-A321074	탈곡기	사진류	image/jpeg	1429x1905		2018-04-09	강진주	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	8인의 작가	도구들	사물	
성남_20150830_테크노밸리#3_안한식.jpg	M-A320394.jpg	M-A320394	테크노밸리 	사진류	image/jpeg	3009x2000		2015-08-30	안한식	2018-08-14	최연하	2018-08-29	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113834
성남_20150919_테크노밸리#4_안한식.jpg	M-A320395.jpg	M-A320395	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	테크노밸리 	2018-08-31	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113835
평택/2018/0310/통복시장/김승희(75)-28.jpg	M-A320958.jpg	M-A320958	통복시장 	사진류	image/jpeg	2998x2000		2018-03-10	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976644
파주_20180128 _통일전망대4_하춘근.jpg	M-A320927.jpg	M-A320927	통일전망대	사진류	image/jpeg	3000x2000		2018-01-28	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788404
파주_20180128 _통일전망대5_하춘근.jpg	M-A320928.jpg	M-A320928	통일전망대	사진류	image/jpeg	3000x2000		2018-01-28	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788405
파주_20180128 _통일전망대6_하춘근.jpg	M-A320929.jpg	M-A320929	통일전망대	사진류	image/jpeg	3000x2000		2018-01-28	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788406
파주_20180128 _통일전망대9_하춘근.jpg	M-A320930.jpg	M-A320930	통일전망대	사진류	image/jpeg	3000x2000		2018-01-28	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788407
남양주_20180408_퇴계원산대놀이_한기애  (14).jpg	M-A320268.jpg	M-A320268	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256369
남양주_20180408_퇴계원산대놀이_한기애  (15).jpg	M-A320269.jpg	M-A320269	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256370
남양주_20180408_퇴계원산대놀이_한기애  (16).jpg	M-A320270.jpg	M-A320270	퇴계원산대놀이	사진류	image/jpeg	2000x2667		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256371
남양주_20180408_퇴계원산대놀이_한기애  (17).jpg	M-A320271.jpg	M-A320271	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256372
남양주_20180408_퇴계원산대놀이_한기애  (18).jpg	M-A320272.jpg	M-A320272	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256373
남양주_20180408_퇴계원산대놀이_한기애  (19).jpg	M-A320273.jpg	M-A320273	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256374
남양주_20180408_퇴계원산대놀이_한기애  (20).jpg	M-A320274.jpg	M-A320274	퇴계원산대놀이	사진류	image/jpeg	2000x2667		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256375
남양주_20180408_퇴계원산대놀이_한기애  (21).jpg	M-A320275.jpg	M-A320275	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256376
남양주_20180408_퇴계원산대놀이_한기애  (22).jpg	M-A320276.jpg	M-A320276	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256377
남양주_20180408_퇴계원산대놀이_한기애  (23).jpg	M-A320277.jpg	M-A320277	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256378
남양주_20180408_퇴계원산대놀이_한기애  (24).jpg	M-A320278.jpg	M-A320278	퇴계원산대놀이	사진류	image/jpeg	1500x2000		2018-04-08	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256379
파사성돌길_20180317_시간그리고길_박교현(2).jpg	M-A320655.jpg	M-A320655	파사성돌길 시간그리고길	사진류	image/jpeg	3006x2000		2018-03-17	박교현	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612024
파사성돌길_20180317_시간그리고길_박교현(3).jpg	M-A320656.jpg	M-A320656	파사성돌길 시간그리고길	사진류	image/jpeg	3006x2000		2018-03-17	박교현	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612025
파사성돌길_20180317_시간그리고길_박교현.jpg	M-A320657.jpg	M-A320657	파사성돌길 시간그리고길	사진류	image/jpeg	3006x2000		2018-03-17	박교현	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612026
파주_0523_Road No.1_조준용.tif	M-A321416.tif	M-A321416	파주 Road No.1	사진류	image/tiff	4000x2667		2018-05-23	조준용	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	경기1번국도	풍경	
하남_20180221_팔당대교7_류주연.jpg	M-A321004.jpg	M-A321004	팔당대교	사진류	image/jpeg	3000x2000		2018-02-21	류주연	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	하남시	풍경	37.523132/127.205542
하남_20180221_팔당댐2_류주연 .jpg	M-A321005.jpg	M-A321005	팔당댐	사진류	image/jpeg	3000x2000		2018-02-21	류주연	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	하남시	풍경	37.523132/127.205543
평택/2018/0310/팽성읍두리/김승희(53)-29.jpg	M-A320959.jpg	M-A320959	팽성읍두리 	사진류	image/jpeg	2998x2000		2018-03-10	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976645
평택/2018/0310/팽성읍두리/김승희(56)-31.jpg	M-A320960.jpg	M-A320960	팽성읍두리 	사진류	image/jpeg	2998x2000		2018-03-10	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976646
평택/2018/0310/팽성읍두리/김승희(60)-34.jpg	M-A320961.jpg	M-A320961	팽성읍두리 	사진류	image/jpeg	2998x2000		2018-03-10	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976647
평택/2018/0310/팽성읍두리/김승희(62)-36.jpg	M-A320962.jpg	M-A320962	팽성읍두리 	사진류	image/jpeg	2998x2000		2018-03-10	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976648
수원_20180413_평동 2.jpg	M-A320455.jpg	M-A320455	평동	사진류	image/jpeg	2997x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007349
수원_20180413_평동 3.jpg	M-A320456.jpg	M-A320456	평동	사진류	image/jpeg	2997x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007350
수원_20180413_평동 4.jpg	M-A320457.jpg	M-A320457	평동	사진류	image/jpeg	2997x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007351
수원_20180413_평동 5.jpg	M-A320458.jpg	M-A320458	평동	사진류	image/jpeg	3000x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007352
수원_20180413_평동 6.jpg	M-A320459.jpg	M-A320459	평동	사진류	image/jpeg	2997x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007353
수원_20180413_평동_심선아.jpg	M-A320460.jpg	M-A320460	평동	사진류	image/jpeg	3000x2000		2018-04-13	심선아	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	수원시	풍경	37.280706/127.007354
용인 20180222마평리 약사불 이상임0002.jpg	M-A320785.jpg	M-A320785	평리 약사불 	사진류	image/jpeg	5649x3766		2018-02-22	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221066
안양_20180101_평촌_신기철_1.jpg	M-A320563.jpg	M-A320563	평촌	사진류	image/jpeg	3000x2000		2018-01-01	신기철	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안양시	풍경	37.403136/126.927785
안양_20180316_평촌공원_신기철_36.jpg	M-A320581.jpg	M-A320581	평촌공원	사진류	image/jpeg	3000x2000		2018-03-16	신기철	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안양시	풍경	37.403136/126.927803
안양_20180316_평촌공원_신기철_37.jpg	M-A320582.jpg	M-A320582	평촌공원	사진류	image/jpeg	3000x2000		2018-03-16	신기철	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안양시	풍경	37.403136/126.927804
안양_20180125_평촌로데오_신기철_8.jpg	M-A320566.jpg	M-A320566	평촌로데오	사진류	image/jpeg	3000x2000		2018-01-25	신기철	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안양시	풍경	37.403136/126.927788
안양_20180411_평촌아파트_신기철_51.jpg	M-A320589.jpg	M-A320589	평촌아파트	사진류	image/jpeg	3000x2000		2018-04-11	신기철	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안양시	풍경	37.403136/126.927811
평택01_0510_Road No.1_조준용.tif	M-A321417.tif	M-A321417	평택 Road No.1	사진류	image/tiff	4000x2667		2018-05-10	조준용	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	경기1번국도	풍경	
평택_1981_83_최광호.tif	M-A321618.tif	M-A321618	평택_1981	사진류	image/tiff	3745x5576		1980-01-24	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
평택2_1981_83_최광호.tif	M-A321619.tif	M-A321619	평택_1981	사진류	image/tiff	3765x5606		1980-01-21	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
평택/2018/0421/평택항/서해대교/김승희(125)-54.jpg	M-A320968.jpg	M-A320968	평택항/서해대교	사진류	image/jpeg	3001x2000		2018-04-21	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976654
평택/2018/0421/평택항/서해대교/김승희(140)-56.jpg	M-A320969.jpg	M-A320969	평택항/서해대교	사진류	image/jpeg	2998x2000		2018-04-21	김승희	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	평택시	풍경	37.008653/126.976655
2010년_9월25일_ 오후 6시57분_평택항쪽에서 바라본 서해대교 일몰_박홍순.tif	M-A321505.tif	M-A321505	평택항쪽에서 바라본 서해대교 일몰	사진류	image/tiff	6616x3327		2010-09-25	박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
양평_20180211_폐가(망미리)_이지혜-9.jpg	M-A320603.jpg	M-A320603	폐가(망미리)	사진류	image/jpeg	2994x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579861
양평_20180220_폐가(망미리)_이지혜-20.jpg	M-A320610.jpg	M-A320610	폐가(망미리)	사진류	image/jpeg	3000x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579868
양평_20180220_폐가(망미리)_이지혜-21.jpg	M-A320611.jpg	M-A320611	폐가(망미리)	사진류	image/jpeg	3020x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579869
양평_20180211_폐가(망미분교)_이지혜-10.jpg	M-A320604.jpg	M-A320604	폐가(망미분교)	사진류	image/jpeg	2994x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579862
양평_20180114_폐가(지평면)_이지혜-5.jpg	M-A320602.jpg	M-A320602	폐가(지평면)	사진류	image/jpeg	2994x2000		2018-01-14	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579860
양평_20180410_폐교(계정초교)_이지혜-45.jpg	M-A320622.jpg	M-A320622	폐교(계정초교)	사진류	image/jpeg	2994x2000		2018-04-11	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579880
양평_20180211_폐교(망미분교)_이지혜-12.jpg	M-A320605.jpg	M-A320605	폐교(망미분교)	사진류	image/jpeg	2994x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579863
양평_20180407_폐교(명성분교)_이지혜-38.jpg	M-A320618.jpg	M-A320618	폐교(명성분교)	사진류	image/jpeg	3000x2000		2018-04-07	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579876
양평_20180407_폐교(명성분교)_이지혜-39.jpg	M-A320619.jpg	M-A320619	폐교(명성분교)	사진류	image/jpeg	3000x2000		2018-04-07	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579877
양평_20180407_폐교(부안초교)_이지혜-42.jpg	M-A320620.jpg	M-A320620	폐교(부안초교)	사진류	image/jpeg	2994x2000		2018-04-07	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579878
양평_20180407_폐교(산음분교)_이지혜-44.jpg	M-A320621.jpg	M-A320621	폐교(산음분교)	사진류	image/jpeg	2994x2000		2018-04-07	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579879
양평_20180410_폐교(삼산분교)_이지혜-48.jpg	M-A320623.jpg	M-A320623	폐교(삼산분교)	사진류	image/jpeg	2994x2000		2018-04-11	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579881
양평_20180211_폐역(구둔역)_이지혜-13.jpg	M-A320606.jpg	M-A320606	폐역(구둔역)	사진류	image/jpeg	3000x2000		2018-02-20	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579864
양평_20180211_폐역(삼산역)_이지혜-15.jpg	M-A320607.jpg	M-A320607	폐역(삼산역)	사진류	image/jpeg	3008x2000		2018-02-11	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579865
양평_20180101_폐역사(구둔역)_이지혜-3.jpg	M-A320601.jpg	M-A320601	폐역사(구둔역)	사진류	image/jpeg	3020x2000		2018-01-01	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579859
양평_20180410_폐역사(매곡역)_이지혜-54.jpg	M-A320624.jpg	M-A320624	폐역사(매곡역)	사진류	image/jpeg	2994x2000		2018-04-11	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579882
